method,seed_size,seed_undersample_state,random_state,minority_class_name,CatBoost_f1_minority,CatBoost_min_as_maj,CatBoost_maj_as_min,XGBoost_f1_minority,XGBoost_min_as_maj,XGBoost_maj_as_min,LightGBM_f1_minority,LightGBM_min_as_maj,LightGBM_maj_as_min,TabM_f1_minority,TabM_min_as_maj,TabM_maj_as_min
TabSyn,5,8,0,Bot,0.8179626276052862,604,0,0.6228932579976335,1074,0,0.6116814155041661,1097,0,0.7513530718004119,781,0
TabSyn,5,9,0,Bot,0.920495185197246,288,1,0.772741481238092,725,2,0.7784691967857573,710,2,0.8310991952241239,566,1
TabSyn,5,10,0,Bot,0.9193059758177698,292,1,0.8422294303581215,533,2,0.6419923897395557,1033,2,0.938024356740892,228,1
TabSyn,5,11,0,Bot,0.9738493718847564,99,1,0.9536247329759978,172,2,0.8113835901922128,621,2,0.8173598548506149,605,1
TabSyn,5,12,0,Bot,0.9741176465586356,98,1,0.931372548521418,251,1,0.8652400226432619,465,1,0.9591511931342562,153,1
TabSyn,5,13,0,Bot,0.9316634898366668,250,1,0.8707913664142468,448,1,0.7234873124848792,849,1,0.7507163319086582,782,1
TabSyn,5,14,0,Bot,0.8316949652568909,565,0,0.7348387092121005,822,0,0.7449599995320458,797,0,0.7865099005124013,690,0
TabSyn,5,15,0,Bot,0.7255602463703966,844,1,0.7259740255109219,843,1,0.7134426224912217,873,1,0.7341935479217783,823,1
TabSyn,5,16,0,Bot,0.8025633196287371,646,1,0.7719737248927626,727,2,0.7723577231023793,726,2,0.7309184988887253,831,1
TabSyn,5,17,0,Bot,0.8286567159319929,573,1,0.768120489014659,737,2,0.8066869296091457,634,2,0.7406931959386266,807,1
TabSyn,5,18,0,Bot,0.8083814146407398,630,1,0.7722152686116753,727,1,0.7750390010846024,719,2,0.7590132822608527,761,1
TabSyn,5,19,0,Bot,0.943741587657168,208,1,0.9087875412166182,327,1,0.8717653819113275,445,1,0.9632760893284156,138,1
TabSyn,5,20,0,Bot,0.9216817802115034,284,1,0.7546810531632231,772,1,0.7625354772948301,752,1,0.7398843925967717,809,1
TabSyn,5,21,0,Bot,0.8393966277288094,542,1,0.7170428520093048,865,0,0.5261180003634838,1261,0,0.8125946104768019,619,0
TabSyn,5,22,0,Bot,0.7992656053946884,655,1,0.7704353268040021,731,2,0.7712050073501313,729,2,0.7621451099377513,753,1
TabSyn,5,23,0,Bot,0.9284543960066556,261,1,0.8610385837851772,477,2,0.613700564545387,1092,2,0.7911275411108468,677,1
TabSyn,5,24,0,Bot,0.9400324144121168,221,1,0.8746773726073654,436,1,0.7049504945923721,893,1,0.9443099268617876,206,1
TabSyn,2,0,0,Brute Force -Web,0.4582278477468642,428,0,0.344640433904711,482,1,0.2988826813091936,502,0,0.3584905657425368,476,0
