method,seed_size,seed_undersample_state,random_state,minority_class_name,CatBoost_f1_minority,CatBoost_min_as_maj,CatBoost_maj_as_min,XGBoost_f1_minority,XGBoost_min_as_maj,XGBoost_maj_as_min,LightGBM_f1_minority,LightGBM_min_as_maj,LightGBM_maj_as_min,TabM_f1_minority,TabM_min_as_maj,TabM_maj_as_min
SMOTE,5,6,0,Bot,0.7496815281929544,784,2,0.8054794515731049,638,1,0.7640944877161724,748,1,0.8349168641211087,555,1
SMOTE,5,7,0,Bot,0.7317388489212439,829,1,0.7714464616419607,729,1,0.7952103157622958,666,1,0.7398843925967717,809,1
SMOTE,5,8,0,Bot,0.7755229467616761,719,0,0.6111898012748705,1098,0,0.5917414717552645,1137,0,0.6991708121484338,907,0
SMOTE,5,9,0,Bot,0.924047161553337,276,1,0.8490178828293985,513,2,0.7815021720867401,702,2,0.8262040078902149,580,1
SMOTE,5,10,0,Bot,0.7981623272379804,658,1,0.8678592032011716,457,1,0.5913168277131075,1137,2,0.931372548521418,251,1
SMOTE,5,11,0,Bot,0.9240054864708304,277,0,0.9516688913564164,179,2,0.8569764049859053,490,1,0.970889063229246,110,1
SMOTE,5,12,0,Bot,0.833184656069965,560,1,0.9246368863205984,274,1,0.8036585361040313,643,1,0.858970630506746,484,1
SMOTE,5,13,0,Bot,0.6711818485205356,970,1,0.8216216211369306,593,1,0.7079354621695855,886,1,0.7398843925967717,809,1
SMOTE,5,14,0,Bot,0.8176062702427008,605,0,0.7413350444623745,806,0,0.7332041339020414,826,0,0.7838759685151168,697,0
SMOTE,5,15,0,Bot,0.7404555657824733,807,2,0.7341935479217783,823,1,0.7419044560892543,804,1,0.7495219880584572,785,1
SMOTE,5,16,0,Bot,0.7672007535321246,740,1,0.7748985321503744,720,1,0.7783312573072586,711,1,0.7813664591506085,703,1
SMOTE,5,17,0,Bot,0.7699059556386975,733,1,0.7926153841362735,673,1,0.8401772520970207,539,2,0.786641929021215,689,1
SMOTE,5,18,0,Bot,0.8069321977545757,634,1,0.7794712281395576,708,1,0.7988980711449534,656,1,0.7779507936691564,712,1
SMOTE,5,19,0,Bot,0.8958333328382542,370,0,0.8365470182016784,551,0,0.8107944203785357,624,0,0.946294306697468,199,1
SMOTE,5,20,0,Bot,0.8490178828293985,513,2,0.7574414181481635,765,1,0.8003668598066893,652,1,0.7546810531632231,772,1
SMOTE,5,21,0,Bot,0.7937288651831246,670,1,0.7545252456395259,773,0,0.5420074345487135,1232,0,0.7766687456255145,716,0
SMOTE,5,22,0,Bot,0.7554709795482926,770,1,0.7546810531632231,772,1,0.7647798737405777,745,3,0.7329673873296475,826,1
SMOTE,5,23,0,Bot,0.8612884498862892,477,1,0.8276068115847732,576,1,0.5636896042796639,1191,1,0.7284510688816526,837,1
SMOTE,5,24,0,Bot,0.9491162287455368,189,1,0.9066592360599428,334,1,0.8368920517073489,550,0,0.9477071595973716,194,1
SMOTE,2,0,0,Brute Force -Web,0.4831880444642242,415,0,0.3383356068121104,485,0,0.2474820141709186,523,0,0.5771028033263903,362,0
